Course Department Code,Course Number,Course Title,Course Status Code,Course Catalog Code,Catalog Abstract
INT ,INT 400     ,Internship  ,A,UG16,Credit for academic Internships is available during CentreTerm.  Students must work closely with a faculty member and the Career Services Office in developing an approved academic internship.  A completed Internship contract must be approved no later than December 2 to receive internship credit.  The Internship Plus program provides financial support for selected internships. Go to http://web.centre.edu/careerd/internships.htm for complete details.
,,,,,
,,,,,
IST ,IST 400     ,Directed Study  ,A,UG16,
IST ,IST 401     ,Independent Study  ,A,UG16,
IST ,IST 402     ,Research Participation  ,A,UG16,
IST ,IST 450     ,Intrntnl Issues in Development  ,A,UG16,"An examination of some of the most pressing issues facing the developing world in the 21st century. A brief overlook of the historical and contemporary experiences of the Yucatan and Mexico provides the contextual framework for a broader examination of Latin American development. Development is considered from both a theoretical and practical perspective, taking as points of departure the March 2002 UN summit on poverty hosted by Mexico, the war on drugs and the war on terrorism. Issues examined include democratization, globalization versus localization, change versus development, transnationalization, free trade, NAFTA, poverty, privatization, neoliberalism, regional and ethnic autonomy, cultural difference, violence, environmental politics, time-space compression, and gender. Links between medias of communication and changing modes of production and consumption are considered. Conducted in Mexico. 
"
,,,,,
,,,,,
,,,,,
,,,,,
IST ,IST 500     ,Senior Seminar  ,A,UG16,"The International Studies (IST) Senior Seminar is an opportunity for students and faculty to engage in substantive dialogue on issues germane to the dynamics of the global system. The seminar is designed as a capstone experience, and the theme varies by year. Students write several in-depth analysis papers during the course, and their final exam is comprehensive with both an oral and written component."
,,,,,
,,,,,
JPN ,JPN 110     ,Fundamentals of Japanese-I  ,A,UG16,"An introduction to the Japanese language with an emphasis on the development of speaking skills. Students focus on developing basic conversational skills but also learn the syllabaries and basic ideographs necessary to read a few simple texts.
"
,,,,,
JPN ,JPN 120     ,Fundamentals of Japanese-II  ,A,UG16,"A course designed to increase the speaking and reading skills of students who have had an introductory Japanese course. Students focus on improving their conversational skills but also further cultivate their ability to read fairy tales and other simple texts. Prerequisite: JPN 110 or permission of the instructor.
"
,,,,,
JPN ,JPN 201     ,Independent Study  ,A,UG16,
JPN ,JPN 210     ,Intermediate Japanese-I  ,A,UG16,"A continuation of the fundamentals of conversational Japanese with slightly more emphasis on reading than in the first year. Students learn new grammar and 250 new kanji (Chinese characters). Prerequisite: JPN 120 or placement.
"
,,,,,
JPN ,JPN 220     ,Intermediate Japanese-II  ,A,UG16,"A continuation of the fundamentals of conversational Japanese with slightly more emphasis on reading than in the first year. Students learn new grammar and 250 new kanji (Chinese characters). Prerequisite: JPN 210 or placement.
"
,,,,,
JPN ,JPN 310     ,Third-Year Japanese  ,A,UG16,Students continue to foster their knowledge and skill of speaking and writing in modern Japanese and to understand spoken and written modern Japanese. The grammar increases in complexity with the introduction of the respectful form of speech and students continue to acquire additional kanji. Prerequisite: JPN 220 or equivalent.
,,,,,
JPN ,JPN 320     ,Third-Year Japanese-II  ,A,UG16,"Students continue to foster their knowledge and skill of speaking and writing in modern Japanese and to understand spoken and written modern Japanese. Additional kanji and their usages are introduced. Students also develop a specific area of expertise within the Japanese cultural context. 
Prerequisites: JPN 310 or equivalent.
"
,,,,,
,,,,,
JPN ,JPN 330     ,Manga & Anime: Form & Practice  ,A,UG16,"This course surveys the history and genres of Japanese manga (graphic novels) and animation films. In addition to discussing common themes and narrative forms employed, we learn to distinguish and describe varying drawing styles and framing structures. The final project asks students to create their own manga or anime (a sample piece and explanation of the remaining narrative) with commentary on how that fits within the larger field. No prerequisite for ASN 330; JPN 220 required for JPN 330."
,,,,,
,,,,,
JPN ,JPN 400     ,Directed Study  ,A,UG16,
JPN ,JPN 401     ,Independent Study  ,A,UG16,
JPN ,JPN 402     ,Research Participation  ,A,UG16,
LAS ,LAS 210     ,Intro to Latin American Studies  ,A,UG16,"This course is an interdisciplinary introduction to Latin American Studies. It is organized chronologically and thematically, and considers three different periods: Pre-conquest societies; Colonial period through 1870; Modern Latin America. For each chronological period, the course explores key themes including: economic development, political and social organization, religion, migration and Diaspora, art, music, and literature, local and global relationships, and identity formation."
,,,,,
,,,,,
LAS ,LAS 220     ,Latin Amer Cultural Perspectives  ,A,UG16,"In this course we learn about Latin American culture while developing a greater understanding of the political and socioeconomic factors that led to its production. We consider local responses to factors such as migration, race, globalization and environmentalism. We critically analyze sustainability and change in the systems that impact society. We learn from local guest speakers about inequality, corruption, and rigid class structures and how creative people work to turn challenges into opportunities. We also consider the rich cultural diversity of the host country. This is a discussion-based, problem-solving, seminar-style class."
,,,,,
,,,,,
LAS ,LAS 258     ,Cultural Identity in the Yucatan  ,A,UG16,
LIN ,LIN 200     ,Directed Study  ,A,UG16,
